Routing Table for All Nodes
Shotest Path Routing for Node 0:
Destination Node                         Path       Path Cost
              15                  13 14 18 15               3
              16               13 14 17 15 16               4
              17                     13 14 17               2
              18                     13 19 18               2
              19                     13 14 19               2
              20                  13 14 18 20               3
              21                  13 19 20 21               3
              22                  13 14 18 22               3
              23                  13 14 18 23               3

Second Shotest Path Routing for Node 14:
Destination Node                         Path       Path Cost
               0                    14 12 9 0               3
               1                   14 7 8 2 1               4
               2                 14 7 8 0 1 2               5
               3                 14 7 6 5 4 3               5
               4                   14 7 6 5 4               4
               5                 14 8 2 3 4 5               5
               6               14 8 2 3 4 5 6               6
               7                       14 8 7               2
               8                       14 7 8               2
               9                      14 12 9               2
              10                  14 12 11 10               3
              11                     14 12 11               2
              12                      14 8 12               2
              13                      14 7 13               2
              15                     14 18 15               2
              16                  14 18 15 16               3
              17                     14 12 17               2
              18                     14 17 18               2
              19                     14 13 19               2
              20                     14 19 20               2
              21                  14 19 20 21               3
              22                     14 18 22               2
              23                     14 18 23               2

Second Shotest Path Routing for Node 15:
Destination Node                         Path       Path Cost
               0                 15 17 11 8 0               4
               1               15 17 11 8 2 1               5
               2             15 17 11 8 0 1 2               6
               3           15 17 14 7 6 5 4 3               7
               4             15 17 14 7 6 5 4               6
               5            15 10 9 8 2 3 4 5               7
               6          15 10 9 8 2 3 4 5 6               8
               7                  15 10 9 8 7               4
               8                   15 17 11 8               3
               9                   15 17 12 9               3
              10                  15 17 11 10               3
              11                     15 17 11               2
              12                   15 10 9 12               3
              13                  15 18 14 13               3
              14                     15 18 14               2
              16                     15 17 16               2
              17                     15 16 17               2
              18                     15 17 18               2
              19                  15 17 14 19               3
              20               15 17 14 19 20               4
              21                  15 17 22 21               3
              22                     15 18 22               2
              23                     15 17 23               2

Second Shotest Path Routing for Node 16:
Destination Node                         Path       Path Cost
               0                 16 15 10 9 0               4
               1             16 15 10 9 8 2 1               6
               2             16 15 10 9 0 1 2               6
               3        16 15 17 14 7 6 5 4 3               8
               4          16 15 17 14 7 6 5 4               7
               5         16 15 10 9 8 2 3 4 5               8
               6       16 15 10 9 8 2 3 4 5 6               9
               7               16 15 10 9 8 7               5
               8                 16 15 10 9 8               4
               9                   16 17 12 9               3
              10                  16 17 11 10               3
              11                  16 15 10 11               3
              12                16 15 10 9 12               4
              13               16 15 17 14 13               4
              14                  16 15 18 14               3
              15                     16 17 15               2
              17                     16 15 17               2
              18                     16 17 18               2
              19                  16 15 18 19               3
              20               16 17 14 19 20               4
              21                  16 17 22 21               3
              22                     16 23 22               2
              23                     16 17 23               2

Second Shotest Path Routing for Node 17:
Destination Node                         Path       Path Cost
               0                    17 12 9 0               3
               1                  17 12 8 2 1               4
               2                17 12 8 0 1 2               5
               3              17 14 7 6 5 4 3               6
               4                17 14 7 6 5 4               5
               5              17 11 8 2 3 4 5               6
               6            17 11 8 2 3 4 5 6               7
               7                    17 11 8 7               3
               8                      17 12 8               2
               9                    17 11 8 9               3
              10                     17 15 10               2
              11                     17 12 11               2
              12                     17 11 12               2
              13                     17 14 13               2
              14                     17 12 14               2
              15                     17 16 15               2
              16                     17 15 16               2
              18                     17 14 18               2
              19                     17 18 19               2
              20                  17 14 19 20               3
              21                     17 22 21               2
              22                     17 18 22               2
              23                     17 16 23               2

Second Shotest Path Routing for Node 18:
Destination Node                         Path       Path Cost
               0                 18 15 10 9 0               4
               1               18 17 11 8 2 1               5
               2             18 17 11 8 0 1 2               6
               3           18 19 13 7 6 5 4 3               7
               4             18 19 13 7 6 5 4               6
               5           18 17 11 8 2 3 4 5               7
               6         18 17 11 8 2 3 4 5 6               8
               7                   18 19 13 7               3
               8                   18 17 11 8               3
               9                   18 15 10 9               3
              10                  18 17 11 10               3
              11                   18 14 8 11               3
              12                     18 17 12               2
              13                     18 19 13               2
              14                     18 17 14               2
              15                     18 17 15               2
              16                     18 17 16               2
              17                     18 14 17               2
              19                     18 14 19               2
              20                     18 19 20               2
              21                     18 20 21               2
              22                     18 17 22               2
              23                     18 17 23               2

Second Shotest Path Routing for Node 19:
Destination Node                         Path       Path Cost
               0                 19 13 12 9 0               4
               1                19 13 7 8 2 1               5
               2              19 13 7 8 0 1 2               6
               3              19 13 7 6 5 4 3               6
               4                19 13 7 6 5 4               5
               5              19 14 8 2 3 4 5               6
               6            19 14 8 2 3 4 5 6               7
               7                      19 14 7               2
               8                    19 13 7 8               3
               9                   19 13 12 9               3
              10                 19 14 8 9 10               4
              11                  19 13 12 11               3
              12                     19 14 12               2
              13                     19 14 13               2
              14                     19 13 14               2
              15                  19 14 17 15               3
              16                  19 14 17 16               3
              17                     19 18 17               2
              18                     19 14 18               2
              20                     19 18 20               2
              21                     19 20 21               2
              22                  19 14 17 22               3
              23                  19 14 17 23               3

Second Shotest Path Routing for Node 20:
Destination Node                         Path       Path Cost
               0              20 19 13 12 9 0               5
               1             20 19 13 7 8 2 1               6
               2           20 19 13 7 8 0 1 2               7
               3           20 19 13 7 6 5 4 3               7
               4             20 19 13 7 6 5 4               6
               5           20 18 14 8 2 3 4 5               7
               6         20 18 14 8 2 3 4 5 6               8
               7                   20 18 14 7               3
               8                 20 19 13 7 8               4
               9                20 19 13 12 9               4
              10              20 19 14 8 9 10               5
              11                20 19 14 8 11               4
              12                  20 18 14 12               3
              13                  20 18 14 13               3
              14                     20 19 14               2
              15               20 19 14 17 15               4
              16               20 19 14 17 16               4
              17                  20 19 14 17               3
              18                     20 19 18               2
              19                     20 18 19               2
              21                     20 18 21               2
              22                     20 21 22               2
              23                  20 21 22 23               3

Second Shotest Path Routing for Node 21:
Destination Node                         Path       Path Cost
               0              21 22 17 12 9 0               5
               1            21 22 17 11 8 2 1               6
               2          21 22 17 11 8 0 1 2               7
               3        21 20 19 13 7 6 5 4 3               8
               4          21 20 19 13 7 6 5 4               7
               5        21 22 17 11 8 2 3 4 5               8
               6      21 22 17 11 8 2 3 4 5 6               9
               7                21 20 19 13 7               4
               8                21 22 17 11 8               4
               9                21 22 17 12 9               4
              10               21 22 17 11 10               4
              11               21 22 17 12 11               4
              12                  21 22 17 12               3
              13                  21 20 19 13               3
              14                  21 22 17 14               3
              15                  21 22 17 15               3
              16                  21 22 17 16               3
              17                     21 22 17               2
              18                     21 20 18               2
              19                     21 20 19               2
              20                     21 18 20               2
              22                     21 18 22               2
              23                     21 22 23               2

Second Shotest Path Routing for Node 22:
Destination Node                         Path       Path Cost
               0               22 18 14 8 9 0               5
               1               22 18 14 8 2 1               5
               2             22 18 14 8 0 1 2               6
               3           22 18 14 7 6 5 4 3               7
               4             22 18 14 7 6 5 4               6
               5           22 18 14 8 2 3 4 5               7
               6         22 18 14 8 2 3 4 5 6               8
               7                 22 18 14 8 7               4
               8                   22 18 14 8               3
               9                 22 18 14 8 9               4
              10                  22 18 15 10               3
              11                22 18 14 8 11               4
              12                  22 18 14 12               3
              13                  22 18 14 13               3
              14                     22 18 14               2
              15                     22 18 15               2
              16                     22 23 16               2
              17                     22 18 17               2
              18                     22 17 18               2
              19                  22 17 14 19               3
              20                     22 21 20               2
              21                     22 18 21               2
              23                     22 17 23               2

Second Shotest Path Routing for Node 23:
Destination Node                         Path       Path Cost
               0               23 18 14 8 9 0               5
               1               23 18 14 8 2 1               5
               2             23 18 14 8 0 1 2               6
               3           23 18 14 7 6 5 4 3               7
               4             23 18 14 7 6 5 4               6
               5           23 18 14 8 2 3 4 5               7
               6         23 18 14 8 2 3 4 5 6               8
               7                 23 18 14 8 7               4
               8                   23 18 14 8               3
               9                 23 18 14 8 9               4
              10                  23 16 15 10               3
              11                23 18 14 8 11               4
              12                  23 18 14 12               3
              13                  23 18 14 13               3
              14                     23 18 14               2
              15                     23 17 15               2
              16                     23 17 16               2
              17                     23 16 17               2
              18                     23 17 18               2
              19                  23 17 14 19               3
              20                  23 22 21 20               3
              21                     23 22 21               2
              22                     23 17 22               2

